FILM;ID ACTEUR;
tt1800241;nm0177896;
tt3914298;nm0000949;
tt3914298;nm0252230;
tt3914298;nm0177896;
tt1951261;nm1159180;
tt1951261;nm0302108;
tt1951261;nm0177896;
tt0072562;nm0661094;
tt0072562;nm3594683;
tt0072562;nm0358669;
tt1045658;nm0000134;
tt1045658;nm2225369;
tt1045658;nm0177896;
tt1817273;nm0578949;
tt1817273;nm0331516;
tt1817273;nm0177896;
tt2097307;nm1009277;
tt2097307;nm0068338;
tt2097307;nm0177896;
tt1840417;nm1312575;
tt1840417;nm0000598;
tt1840417;nm0177896;
tt2094860;nm2699362;
tt2094860;nm0015196;
tt2094860;nm0177896;
tt1411697;nm1159180;
tt1411697;nm0302108;
tt1411697;nm0177896;
tt1219289;nm0295484;
tt1219289;nm0177896;
tt1219289;nm0180411;
tt0429493;nm0000553;
tt0429493;nm1663205;
tt0429493;nm0177896;
tt0817230;nm0004937;
tt0817230;nm0000210;
tt0817230;nm0004266;
tt0881891;nm0000113;
tt0881891;nm0177896;
tt0881891;nm0002006;
tt0795351;nm0272706;
tt0795351;nm0574534;
tt0795351;nm0000250;
tt1119646;nm0058581;
tt1119646;nm0302108;
tt1119646;nm0177896;
tt0361217;nm0573037;
tt0361217;nm0000613;
tt0361217;nm0909620;
tt1001508;nm0000098;
tt1001508;nm0000124;
tt1001508;nm0329481;
tt1068680;nm0000120;
tt1068680;nm0221046;
tt1068680;nm0177896;
tt0808399;nm0479471;
tt0808399;nm0000204;
tt0808399;nm0177896;
tt1542994;nm0933988;
tt1542994;nm0004715;
tt1542994;nm0837177;
tt1031969;nm1265802;
tt1031969;nm0933988;
tt1031969;nm0000775;
tt0805570;nm0005068;
tt0805570;nm0004753;
tt0805570;nm0177896;
tt0932669;nm0001987;
tt0932669;nm0063440;
tt0932669;nm0177896;
tt0790804;nm0462712;
tt0790804;nm0722647;
tt0790804;nm0001835;
tt0460654;nm0197855;
tt0460654;nm0107183;
tt0460654;nm0177896;
tt0285333;nm0525855;
tt0285333;nm0004950;
tt0285333;nm0726492;
tt0427229;nm0000190;
tt0427229;nm0000870;
tt0427229;nm0000572;
tt0396269;nm1046097;
tt0396269;nm0005562;
tt0396269;nm0000681;
tt0406429;nm0137856;
tt0406429;nm0001564;
tt0406429;nm0009716;
tt0203259;nm0002127;
tt0203259;nm0001384;
tt0203259;nm0005221;
tt0410997;nm0503567;
tt0410997;nm1668265;
tt0410997;nm0001441;
tt0383153;nm0340260;
tt0383153;nm0232998;
tt0383153;nm0267812;
tt0385013;nm0146536;
tt0385013;nm0000594;
tt0385013;nm0177896;
tt0362867;nm1128572;
tt0362867;nm0175633;
tt0362867;nm0000224;
tt0325706;nm0301370;
tt0325706;nm0000448;
tt0325706;nm0001259;
tt0396880;nm0795290;
tt0396880;nm0906476;
tt0396880;nm0085438;
tt0349193;nm1312500;
tt0349193;nm0301185;
tt0349193;nm0177896;
tt0280969;nm0426206;
tt0280969;nm0501210;
tt0280969;nm0642485;
tt0247135;nm0132301;
tt0247135;nm0304993;
tt0247135;nm0779866;
tt0243655;nm0000413;
tt0243655;nm0795290;
tt0243655;nm0001383;
tt0315641;nm0070452;
tt0315641;nm0012973;
tt0315641;nm0108758;
tt0159206;nm0004862;
tt0159206;nm0000326;
tt0159206;nm0000572;
tt8429660;nm0004874;
tt8429660;nm3666448;
tt7039498;nm2138653;
tt7039498;nm1727100;
tt7039498;nm0004874;
tt13629530;nm0881631;
tt13629530;nm1877441;
tt13629530;nm0680983;
tt8322592;nm2236836;
tt8322592;nm0692677;
tt8322592;nm0246612;
tt5433138;nm0108287;
tt5433138;nm0004874;
tt5433138;nm0735442;
tt1634106;nm0004874;
tt1634106;nm1537825;
tt1634106;nm2555462;
tt7752082;nm0345477;
tt7752082;nm3954896;
tt7752082;nm0001836;
tt4630562;nm0004874;
tt4630562;nm0425005;
tt4630562;nm0005458;
tt1618442;nm0000704;
tt1618442;nm3310211;
tt1618442;nm0004874;
tt2820852;nm0908094;
tt2820852;nm0004874;
tt2820852;nm0425005;
tt3655326;nm6414494;
tt3655326;nm6414501;
tt3655326;nm6414502;
tt1411250;nm0881631;
tt1411250;nm0004874;
tt1411250;nm0755267;
tt1905041;nm0908094;
tt1905041;nm0004874;
tt1905041;nm0425005;
tt2433614;nm5305118;
tt2433614;nm0602605;
tt2433614;nm0541514;
tt2084685;nm2137652;
tt2084685;nm0006878;
tt2084685;nm0579460;
tt1596343;nm0908094;
tt1596343;nm0004874;
tt1596343;nm0425005;
tt1538503;nm0437646;
tt1538503;nm0004874;
tt1538503;nm0735442;
tt1013752;nm0908094;
tt1013752;nm0004874;
tt1013752;nm0735442;
tt0465494;nm1385871;
tt0465494;nm0779084;
tt0465494;nm0648249;
tt0296572;nm0272173;
tt0296572;nm0004874;
tt0296572;nm0001132;
tt0266465;nm0004874;
tt0266465;nm0005478;
tt0266465;nm0648249;
tt0149171;nm0004874;
tt0149171;nm0214114;
tt0149171;nm0456674;
tt0226168;nm0300700;
tt0226168;nm0004874;
tt0226168;nm0825301;
tt4978420;nm0000130;
tt4978420;nm0000949;
tt4978420;nm0366389;
tt18783984;nm1357683;
tt18783984;nm0085312;
tt18783984;nm0393222;
tt21054464;nm1627732;
tt21054464;nm0085312;
tt21054464;nm0309307;
tt11947288;nm3155085;
tt11947288;nm1827939;
tt11947288;nm0729699;
tt14035218;nm3086712;
tt14035218;nm2349292;
tt14035218;nm7997233;
tt12316448;nm0005000;
tt12316448;nm7430120;
tt12316448;nm8983503;
tt12597800;nm5939164;
tt12597800;nm0001661;
tt12597800;nm0502073;
tt7975244;nm0425005;
tt7975244;nm0085312;
tt7975244;nm0366389;
tt9082222;nm0085312;
tt9082222;nm0309307;
tt5664636;nm5589690;
tt5664636;nm5582294;
tt5664636;nm1018488;
tt2119543;nm6236783;
tt2119543;nm0000949;
tt2119543;nm0085312;
tt6010806;nm2372502;
tt6010806;nm8403065;
tt6010806;nm3333648;
tt8796482;nm0055003;
tt8796482;nm2974430;
tt8796482;nm0085312;
tt2712612;nm1854497;
tt2712612;nm1169531;
tt2712612;nm3286433;
tt6288124;nm1706767;
tt6288124;nm0001618;
tt6288124;nm1913734;
tt14243118;nm0085312;
tt14243118;nm2394794;
tt14243118;nm0366389;
tt2283362;nm0425005;
tt2283362;nm2394794;
tt2283362;nm0366389;
tt3230454;nm1671147;
tt3230454;nm0287182;
tt3230454;nm0005064;
tt7353582;nm1789914;
tt7353582;nm7204080;
tt7353582;nm0085312;
tt5539052;nm2809577;
tt5539052;nm0085312;
tt5539052;nm0005403;
tt5533758;nm6187096;
tt5533758;nm1363595;
tt5533758;nm3552502;
tt1051904;nm3843467;
tt1051904;nm0085312;
tt1051904;nm1910255;
tt4677934;nm0352778;
tt4677934;nm0000545;
tt4677934;nm0035488;
tt3216586;nm1032567;
tt3216586;nm0000209;
tt3216586;nm0085312;
tt3593432;nm1641089;
tt3593432;nm0919382;
tt3593432;nm1641251;
tt3463606;nm6212234;
tt3463606;nm0000565;
tt3463606;nm0097077;
tt1610527;nm2981082;
tt1610527;nm2981935;
tt1610527;nm2796745;
tt2690138;nm0005188;
tt2690138;nm1063517;
tt2690138;nm0085312;
tt15876452;nm1569897;
tt15876452;nm1221178;
tt15876452;nm0085312;
tt4538292;nm4137949;
tt4538292;nm0001504;
tt4538292;nm0085312;
tt11091526;nm8846231;
tt11091526;nm0085312;
tt11091526;nm0496899;
tt1956620;nm1117791;
tt1956620;nm0781981;
tt1956620;nm0000139;
tt3397576;nm3373248;
tt3397576;nm0085312;
tt3397576;nm0035488;
tt7529556;nm1627732;
tt7529556;nm0085312;
tt7529556;nm0309307;
tt0839188;nm0000434;
tt0839188;nm0806430;
tt0839188;nm0085116;
tt3171226;nm2005930;
tt3171226;nm2140322;
tt3171226;nm3675501;
tt2188892;nm0042006;
tt2188892;nm0004715;
tt2188892;nm1894391;
tt7529552;nm1627732;
tt7529552;nm0085312;
tt7529552;nm0309307;
tt7529548;nm1627732;
tt7529548;nm0085312;
tt7529548;nm0309307;
tt2396719;nm0085312;
tt2396719;nm1144419;
tt2396719;nm0309307;
tt7529532;nm0167859;
tt7529532;nm0085312;
tt7529532;nm2382719;
tt7529502;nm1169011;
tt7529502;nm0085312;
tt7529502;nm0309307;
tt1204342;nm0010736;
tt1204342;nm0177933;
tt1204342;nm0781981;
tt1053810;nm0005562;
tt1053810;nm0000188;
tt1053810;nm0085312;
tt1704573;nm0000190;
tt1704573;nm0085312;
tt1704573;nm0000511;
tt1500363;nm1156809;
tt1500363;nm1245854;
tt1500363;nm8040795;
tt1791504;nm0000704;
tt1791504;nm1144419;
tt1791504;nm0736622;
tt1320261;nm1289434;
tt1320261;nm0085312;
tt1320261;nm0781981;
tt0972534;nm0999117;
tt0972534;nm1390614;
tt0972534;nm1388927;
tt1754671;nm2965079;
tt1754671;nm1065229;
tt1754671;nm0085312;
tt1439629;nm2255973;
tt1439629;nm0570364;
tt1439629;nm2209821;
tt1045778;nm0085312;
tt1045778;nm1312575;
tt1045778;nm0148418;
tt1485725;nm0085312;
tt1485725;nm1967762;
tt1485725;nm0266422;
tt0386676;nm0136797;
tt0386676;nm0278979;
tt0386676;nm1024677;
tt2387414;nm1363595;
tt2387414;nm1543633;
tt2387414;nm2466457;
tt8537160;nm0123741;
tt8537160;nm1559927;
tt8537160;nm0085312;
tt1337123;nm2081585;
tt1337123;nm0158632;
tt1337123;nm2625816;
tt1367144;nm3286232;
tt1367144;nm3285719;
tt1367144;nm3227028;
tt0942385;nm0001774;
tt0942385;nm0000375;
tt0942385;nm0085312;
tt1503278;nm1169531;
tt1503278;nm0085312;
tt1503278;nm1327303;
tt0799934;nm0085312;
tt0799934;nm0000418;
tt0799934;nm0080049;
tt0841046;nm0278979;
tt0841046;nm0000604;
tt0841046;nm0472710;
tt0096697;nm0733427;
tt0096697;nm0004813;
tt0096697;nm0144657;
tt0757361;nm0000173;
tt0757361;nm0000492;
tt0757361;nm1552919;
tt2387390;nm1363595;
tt2387390;nm0085312;
tt2387390;nm0204797;
tt0804423;nm2536113;
tt0804423;nm0020405;
tt0804423;nm0462712;
tt0457939;nm0000701;
tt0457939;nm0000179;
tt0457939;nm0000139;
tt2940736;nm0085312;
tt2940736;nm0309307;
tt2940736;nm0715469;
tt7529480;nm0085312;
tt7529480;nm0309307;
tt7529460;nm1627732;
tt7529460;nm0085312;
tt7529460;nm0309307;
tt0365830;nm0085312;
tt0365830;nm0309307;
tt0365830;nm0715469;
tt8701324;nm0342970;
tt8701324;nm1114236;
tt8701324;nm2375580;
tt0457510;nm0085312;
tt0457510;nm0478886;
tt0457510;nm0422948;
tt0470995;nm1778103;
tt0470995;nm1056583;
tt0470995;nm1980880;
tt0887871;nm1672246;
tt0887871;nm1676223;
tt0887871;nm1676221;
tt0360717;nm0085312;
tt0360717;nm0004778;
tt0360717;nm0915208;
tt0478870;nm0168568;
tt0478870;nm1363595;
tt0478870;nm0204797;
tt0425720;nm1727367;
tt0425720;nm0183960;
tt0425720;nm1728099;
tt0357413;nm0136797;
tt0357413;nm0002071;
tt0357413;nm0000775;
tt0326856;nm0001774;
tt0326856;nm0001838;
tt0326856;nm0085312;
tt0367313;nm0762424;
tt0367313;nm0788340;
tt0367313;nm0001520;
tt7826678;nm0085312;
tt7826678;nm0342970;
tt0435563;nm1363595;
tt0435563;nm0085312;
tt0435563;nm12600016;
tt1260906;nm3071881;
tt1260906;nm0848182;
tt1260906;nm1750822;
tt0360301;nm0000704;
tt0360301;nm0670780;
tt0360301;nm0000245;
tt0157246;nm0005259;
tt0157246;nm0005226;
tt0157246;nm0005202;
tt0332379;nm0000349;
tt0332379;nm0085312;
tt0332379;nm0925234;
tt9855366;nm3164594;
tt9855366;nm3762613;
tt9855366;nm1832025;
tt0323633;nm0697037;
tt0323633;nm0088392;
tt0323633;nm0183960;
tt0274234;nm1114194;
tt0274234;nm0004873;
tt0274234;nm1143764;
tt1562891;nm0548582;
tt1562891;nm0452716;
tt1562891;nm0085312;
tt0305011;nm0520488;
tt0305011;nm0567912;
tt0305011;nm0287182;
tt0331527;nm0001264;
tt0331527;nm0001497;
tt0331527;nm0085312;
tt7529454;nm0085312;
tt7529454;nm0342970;
tt7529454;nm0309307;
tt0258100;nm0644022;
tt0258100;nm0189144;
tt0258100;nm0852072;
tt0273923;nm0004988;
tt0273923;nm0085312;
tt0273923;nm0004922;
tt0256380;nm0004517;
tt0256380;nm0085312;
tt0256380;nm0000569;
tt6810432;nm1627732;
tt6810432;nm0085312;
tt6810432;nm0309307;
tt0295967;nm0559728;
tt0295967;nm0664146;
tt0295967;nm0000604;
tt7529474;nm0085312;
tt7529474;nm0309307;
tt0239948;nm0001872;
tt0239948;nm0085312;
tt0239948;nm0004755;
tt0180241;nm1627732;
tt0180241;nm0085312;
tt0180241;nm0309307;
tt0146882;nm0005013;
tt0146882;nm0000131;
tt0146882;nm0521974;
tt8212388;nm0065059;
tt8212388;nm0085312;
tt8212388;nm1334944;
tt6666884;nm1454411;
tt6666884;nm0085312;
tt6666884;nm0309307;
tt0186253;nm0446830;
tt0186253;nm0001082;
tt0186253;nm0112292;
tt0166252;nm0000633;
tt0166252;nm0001009;
tt0166252;nm0779866;
tt0150216;nm0000349;
tt0150216;nm0000279;
tt0150216;nm0001952;
tt0120660;nm0000226;
tt0120660;nm0000432;
tt0120660;nm0000685;
tt0130018;nm0001349;
tt0130018;nm0005275;
tt0130018;nm0005327;
tt0125678;nm0000504;
tt0125678;nm0001860;
tt0125678;nm0005561;
tt0119416;nm0001475;
tt0119416;nm0000531;
tt0119416;nm0001251;
tt0119395;nm0000152;
tt0119395;nm0000246;
tt0119395;nm0001627;
tt0112084;nm0257890;
tt0112084;nm0644022;
tt0112084;nm0189144;
tt0116996;nm0000112;
tt0116996;nm0000197;
tt0116996;nm0000572;
tt0115985;nm0000442;
tt0115985;nm0001038;
tt0115985;nm0934179;
tt0116277;nm0000134;
tt0116277;nm0000289;
tt0116277;nm0000648;
tt0115798;nm0000120;
tt0115798;nm0000111;
tt0115798;nm0005182;
tt0103512;nm0000643;
tt0103512;nm0000452;
tt0103512;nm0000834;
tt0115683;nm0040472;
tt0115683;nm0000286;
tt0115683;nm0001736;
tt0112818;nm0000576;
tt0112818;nm0698764;
tt0112818;nm0000215;
tt0112163;nm0001738;
tt0112163;nm0001840;
tt0112163;nm0806217;
tt0108968;nm0005343;
tt0108968;nm0004884;
tt0108968;nm0004891;
tt0106179;nm0000141;
tt0106179;nm0683379;
tt0106179;nm0000096;
tt0114898;nm0000126;
tt0114898;nm0000675;
tt0114898;nm0000454;
tt0112129;nm0005315;
tt0112129;nm0081572;
tt0112129;nm0005352;
tt0112606;nm0001642;
tt0112606;nm0000546;
tt0112606;nm0001663;
tt0108693;nm0384032;
tt0108693;nm0158632;
tt0108693;nm0519023;
tt0108863;nm0001857;
tt0108863;nm0001710;
tt0108863;nm0123632;
tt0110647;nm0725284;
tt0110647;nm0443139;
tt0110647;nm0085312;
tt0110139;nm0237164;
tt0110139;nm0462116;
tt0110139;nm0001288;
tt0109294;nm0000800;
tt0109294;nm0001108;
tt0109294;nm0000223;
tt0098878;nm0005508;
tt0098878;nm0001555;
tt0098878;nm0179224;
tt0106697;nm0000113;
tt0106697;nm0000230;
tt0106697;nm0000648;
tt0106233;nm0001293;
tt0106233;nm0567574;
tt0106233;nm0694044;
tt0107519;nm0425610;
tt0107519;nm0000959;
tt0107519;nm0000461;
tt0096635;nm0005192;
tt0096635;nm0526985;
tt0096635;nm0121630;
tt0103431;nm0501802;
tt0103431;nm0001497;
tt0103431;nm0175305;
tt0103426;nm0001516;
tt0103426;nm0924508;
tt0103426;nm0001268;
tt0103850;nm0002064;
tt0103850;nm0000209;
tt0103850;nm0000614;
tt0102612;nm0301178;
tt0102612;nm0681882;
tt0102612;nm0000970;
tt0081859;nm0056492;
tt0081859;nm0000516;
tt0081859;nm0001793;
tt20221436;nm1411125;
tt20221436;nm0757855;
tt20221436;nm1035423;
tt13111078;nm5315658;
tt13111078;nm0757855;
tt5637536;nm0000706;
tt5637536;nm0941777;
tt5637536;nm0757855;
tt3095356;nm0000706;
tt3095356;nm0941777;
tt3095356;nm0757855;
tt1757678;nm0000706;
tt1757678;nm0941777;
tt1757678;nm0757855;
tt11252254;nm5177845;
tt11252254;nm8940257;
tt11252254;nm0757855;
tt1630029;nm0000706;
tt1630029;nm0000701;
tt1630029;nm0757855;
tt10304142;nm0000288;
tt10304142;nm5896355;
tt10304142;nm3053338;
tt10353588;nm1330560;
tt10353588;nm0757855;
tt10353588;nm0001823;
tt2463208;nm11880640;
tt2463208;nm0749263;
tt2463208;nm0005351;
tt8787772;nm1509613;
tt8787772;nm0048389;
tt8787772;nm0757855;
tt8976576;nm3663271;
tt8976576;nm7344295;
tt8976576;nm7820636;
tt12255172;nm2706388;
tt12255172;nm1057928;
tt12255172;nm0005128;
tt11595634;nm0005028;
tt11595634;nm0757855;
tt11595634;nm0000569;
tt11265752;nm0430107;
tt11265752;nm1006024;
tt11265752;nm4260015;
tt8259532;nm4341891;
tt8259532;nm1312575;
tt8259532;nm1013044;
tt7799720;nm0316271;
tt7799720;nm0757855;
tt7799720;nm8439834;
tt4547194;nm1782299;
tt4547194;nm0757855;
tt4547194;nm4068901;
tt7259400;nm6225034;
tt7259400;nm6007014;
tt7259400;nm2814110;
tt2660888;nm0704270;
tt2660888;nm0881631;
tt2660888;nm1517976;
tt0493076;nm0541039;
tt0493076;nm0654648;
tt0493076;nm0757855;
tt3087752;nm1140666;
tt3087752;nm0000962;
tt3087752;nm0757855;
tt1969062;nm0749263;
tt1969062;nm5602167;
tt1969062;nm0757855;
tt1408101;nm0704270;
tt1408101;nm1517976;
tt1408101;nm0757855;
tt1657507;nm0890232;
tt1657507;nm0089485;
tt1657507;nm0757855;
tt1135084;nm0159789;
tt1135084;nm2093097;
tt1135084;nm0000369;
tt1687235;nm0000413;
tt1687235;nm1441109;
tt1687235;nm0342399;
tt1283887;nm1512166;
tt1283887;nm0001518;
tt1283887;nm0683253;
tt0480255;nm0252961;
tt0480255;nm0604742;
tt0480255;nm0757855;
tt1321509;nm0202966;
tt1321509;nm0001454;
tt1321509;nm0001674;
tt0499549;nm0941777;
tt0499549;nm0000244;
tt0499549;nm0757855;
tt0796366;nm0704270;
tt0796366;nm1517976;
tt0796366;nm0670408;
tt0493451;nm0004857;
tt0493451;nm0000792;
tt0493451;nm0757855;
tt0443274;nm0001845;
tt0443274;nm0289142;
tt0443274;nm0000598;
tt0822791;nm0942482;
tt0822791;nm0887708;
tt0822791;nm0757855;
tt0801427;nm0379596;
tt0801427;nm0159776;
tt0801427;nm0005256;
tt0465375;nm1504678;
tt0465375;nm0004825;
tt0465375;nm0089456;
tt0455841;nm0365445;
tt0455841;nm0757855;
tt0455841;nm0924552;
tt0451166;nm0004991;
tt0451166;nm0592923;
tt0451166;nm0757855;
tt0434172;nm1773122;
tt0434172;nm0023238;
tt0434172;nm2657202;
tt0407732;nm0001164;
tt0407732;nm0893257;
tt0407732;nm0000327;
tt0372237;nm0005110;
tt0372237;nm0005170;
tt0372237;nm0757855;
tt0315431;nm0005517;
tt0315431;nm0001850;
tt0315431;nm0757855;
tt0339771;nm0148964;
tt0339771;nm0664238;
tt0339771;nm0757855;
tt0386504;nm0115671;
tt0386504;nm0000200;
tt0386504;nm0089217;
tt0362227;nm0001876;
tt0362227;nm0000158;
tt0362227;nm0564277;
tt0325980;nm0000136;
tt0325980;nm0089217;
tt0325980;nm0001691;
tt0303933;nm0134244;
tt0303933;nm0428963;
tt0303933;nm0757855;
tt0275022;nm0005453;
tt0275022;nm0609845;
tt0275022;nm0757855;
tt0275688;nm0427389;
tt0275688;nm0625099;
tt0275688;nm0757855;
tt0192071;nm0000379;
tt0192071;nm0756089;
tt0192071;nm0004936;
tt0210616;nm0830059;
tt0210616;nm0705492;
tt0210616;nm0776040;
tt7971476;nm4805317;
tt7971476;nm2377903;
tt7971476;nm3614913;
tt2250912;nm0000474;
tt2250912;nm0000375;
tt2250912;nm4043618;
tt5507340;nm4155898;
tt5507340;nm0089788;
tt5507340;nm0005547;
tt3045616;nm0000136;
tt3045616;nm0000191;
tt3045616;nm0000569;
tt1930123;nm0001435;
tt1930123;nm0117857;
tt1930123;nm0185078;
tt1327801;nm0528331;
tt1327801;nm1285162;
tt1327801;nm0584951;
tt1300854;nm0000375;
tt1300854;nm0001602;
tt1300854;nm0000569;
tt1932718;nm0749263;
tt1932718;nm0000209;
tt1932718;nm0000569;
tt2087571;nm0058581;
tt2087571;nm0710330;
tt2087571;nm2415436;
tt7757842;nm0005210;
tt7757842;nm0000569;
tt1555064;nm1330560;
tt1555064;nm1015262;
tt1555064;nm0000569;
tt2999198;nm1778870;
tt2999198;nm4450035;
tt2999198;nm0000569;
tt1103275;nm0001618;
tt1103275;nm0005416;
tt1103275;nm0000569;
tt0484111;nm0293509;
tt0484111;nm0004851;
tt0484111;nm0000569;
tt0439289;nm0189200;
tt0439289;nm0000906;
tt0439289;nm0004051;
tt0452643;nm0722629;
tt0452643;nm0851113;
tt0452643;nm0005261;
tt0420609;nm0000113;
tt0420609;nm0429363;
tt0420609;nm0185819;
tt0377107;nm0204706;
tt0377107;nm0000164;
tt0377107;nm0000569;
tt0346156;nm0001401;
tt0346156;nm0000179;
tt0346156;nm0000569;
tt0325055;nm0185819;
tt0325055;nm0000569;
tt0325055;nm1275283;
tt0264150;nm0000775;
tt0264150;nm0000569;
tt0264150;nm0000593;
tt0256276;nm0001173;
tt0256276;nm0000562;
tt0256276;nm0000569;
tt0295178;nm0001293;
tt0295178;nm0000196;
tt0295178;nm0461498;
tt0265666;nm0001378;
tt0265666;nm0000432;
tt0265666;nm0000569;
tt0254099;nm0000121;
tt0254099;nm0000492;
tt0254099;nm0001086;
tt0186894;nm0000449;
tt0186894;nm0000255;
tt0186894;nm0000569;
tt0134630;nm0507271;
tt0134630;nm0316079;
tt0134630;nm0000569;
tt0210413;nm0582939;
tt0210413;nm0641168;
tt0210413;nm0026879;
tt0134119;nm0000354;
tt0134119;nm0000179;
tt0134119;nm0000569;
tt0120655;nm0000354;
tt0120655;nm0000255;
tt0120655;nm0000400;
tt0138097;nm0001212;
tt0138097;nm0000569;
tt0138097;nm0001691;
tt0118744;nm0001448;
tt0118744;nm0000628;
tt0118744;nm0000569;
tt0120787;nm0000140;
tt0120787;nm0001557;
tt0120787;nm0000569;
tt0119223;nm0000279;
tt0119223;nm0000160;
tt0119223;nm0000569;
tt0120148;nm0001487;
tt0120148;nm0001314;
tt0120148;nm0000569;
tt0116191;nm0181920;
tt0116191;nm0000627;
tt0116191;nm0000569;
tt0117283;nm0001650;
tt0117283;nm0001710;
tt0117283;nm0000569;
tt0113851;nm0000155;
tt0113851;nm0000678;
tt0113851;nm0001610;
tt0114369;nm0000151;
tt0114369;nm0000093;
tt0114369;nm0000228;
tt0113463;nm0000560;
tt0113463;nm0000627;
tt0113463;nm0000569;
tt0113305;nm0001650;
tt0113305;nm0001785;
tt0113305;nm0004898;
tt0110588;nm0000492;
tt0110588;nm0001714;
tt0110588;nm0000111;
tt0106926;nm0001001;
tt0106926;nm0000212;
tt0106926;nm0000598;
tt0107497;nm0000285;
tt0107497;nm0000173;
tt0107497;nm0000597;
tt0106687;nm0001810;
tt0106687;nm0001193;
tt0106687;nm0000569;
tt0104031;nm0569847;
tt0104031;nm0036127;
tt0104031;nm0001100;
tt0102057;nm0000210;
tt0102057;nm0000163;
tt0102057;nm0000245;
tt0102913;nm0910256;
tt0102913;nm0001287;
tt0102913;nm0000237;
tt2933136;nm0103785;
tt2933136;nm0057654;
tt2933136;nm0206259;
tt2094116;nm0364813;
tt2094116;nm0000375;
tt2094116;nm0000179;
tt2461172;nm1221906;
tt2461172;nm0000375;
tt2461172;nm0124930;
tt15398776;nm0000546;
tt15398776;nm4425051;
tt15398776;nm0614165;
tt7006122;nm0269463;
tt7006122;nm0000375;
tt7006122;nm4043618;
tt3799694;nm0331516;
tt3799694;nm3886028;
tt3799694;nm0000128;
tt3498820;nm0000375;
tt3498820;nm0262635;
tt3498820;nm0424060;
tt1872194;nm0000375;
tt1872194;nm0000380;
tt1872194;nm0267812;
tt2883512;nm0269463;
tt2883512;nm0000375;
tt2883512;nm0424060;
tt1515091;nm0364813;
tt1515091;nm0000375;
tt1515091;nm0000179;
tt1231583;nm1157358;
tt1231583;nm0000375;
tt1231583;nm0302108;
tt1686782;nm0121651;
tt1686782;nm1506908;
tt1686782;nm1500155;
tt0988045;nm1046097;
tt0988045;nm0000375;
tt0988045;nm0000179;
tt0821642;nm0004937;
tt0821642;nm0000375;
tt0821642;nm0001416;
tt0800080;nm0000239;
tt0800080;nm0000619;
tt0800080;nm0001570;
tt0423977;nm0000375;
tt0423977;nm0204706;
tt0423977;nm0947338;
tt0338216;nm0051509;
tt0338216;nm0000380;
tt0338216;nm0000106;
tt0443706;nm0749263;
tt0443706;nm0000375;
tt0443706;nm0350453;
tt0422295;nm0000173;
tt0422295;nm0123092;
tt0422295;nm0000375;
tt0405296;nm0000213;
tt0405296;nm0000375;
tt0405296;nm0000206;
tt0393735;nm0004862;
tt0393735;nm0000741;
tt0393735;nm0452929;
tt0473488;nm0479471;
tt0473488;nm0000375;
tt0473488;nm0206257;
tt0182576;nm0001293;
tt0182576;nm0097504;
tt0182576;nm0532235;
tt0433383;nm0000657;
tt0433383;nm0000123;
tt0433383;nm0165101;
tt0373469;nm1157358;
tt0373469;nm0000375;
tt0373469;nm0000174;
tt0425055;nm0000474;
tt0425055;nm0000375;
tt0425055;nm0001162;
tt0343663;nm0000375;
tt0343663;nm0000084;
tt0343663;nm0000273;
tt0348836;nm0000375;
tt0348836;nm0000932;
tt0348836;nm0004851;
tt0344554;nm0000619;
tt0344554;nm0000375;
tt0344554;nm0001605;
tt0314676;nm0000375;
tt0314676;nm0000154;
tt0314676;nm0000705;
tt0118254;nm0001222;
tt0118254;nm0314524;
tt0118254;nm0005105;
tt0358565;nm0000375;
tt0358565;nm0122653;
tt0358565;nm0312173;
tt0403851;nm11968075;
tt0403851;nm0000375;
tt0403851;nm0000116;
tt0185014;nm0000140;
tt0185014;nm0001497;
tt0185014;nm0000531;
tt0165643;nm0001774;
tt0165643;nm0000629;
tt0165643;nm0396796;
tt0131325;nm0000552;
tt0131325;nm0000188;
tt0131325;nm0001287;
tt0143261;nm0627624;
tt0143261;nm0001572;
tt0143261;nm0000286;
tt0120710;nm0000906;
tt0120710;nm0000375;
tt0120710;nm0756218;
tt0120873;nm0000375;
tt0120873;nm0000648;
tt0120873;nm0000169;
tt0119196;nm0000375;
tt0119196;nm0001110;
tt0119196;nm0000110;
tt0119327;nm0095478;
tt0119327;nm0000532;
tt0119327;nm0000192;
tt0124179;nm0000375;
tt0124179;nm0906031;
tt0124179;nm0001287;
tt0119832;nm0001492;
tt0119832;nm0000648;
tt0119832;nm0000176;
tt0116016;nm0846480;
tt0116016;nm0000708;
tt0116016;nm0000375;
tt0114272;nm0000667;
tt0114272;nm0000375;
tt0114272;nm0000554;
tt0124013;nm0000330;
tt0124013;nm0000375;
tt0124013;nm0000558;
tt0113321;nm0000375;
tt0113321;nm0000843;
tt0113321;nm0000456;
tt0114279;nm0000906;
tt0114279;nm0100815;
tt0114279;nm0005212;
tt0110737;nm0000673;
tt0110737;nm0000375;
tt0110737;nm0001372;
tt0110632;nm0000437;
tt0110632;nm0001744;
tt0110632;nm0000496;
tt0108122;nm0000194;
tt0108122;nm0000209;
tt0108122;nm0000510;
tt0107091;nm0005569;
tt0107091;nm0000375;
tt0107091;nm0001301;
tt0103939;nm0722631;
tt0103939;nm0000375;
tt0103939;nm0001036;
tt0102951;nm0000177;
